id;texto
1021479623048278017; "@terranoticiasbr aqui no sul esse aquecimento global não chegou ainda, ta um frio"
1023039456125890565; "yah e o aquecimento global ta a bater bue"
1021914544686460929; "@rodrigo__c @jornalhoje e continuam dizendo que não há aquecimento global."
1017146592103747585; "esse cara pode acabar com o aquecimento global cadê a nasa cadê os governo tudo"
1022901443160952834; "@mainman_1982 @kaiqueveloso5 @jornaloglobo cara será que você não vê ? tantas notícias de que o nível do mar está aumentando cada vez mais, as indústrias de carros vão trocar toda a frota por carros ecológicos por esse motivo a temperatura da terra sobre todo ano por conta do aquecimento global"
1024037477487665154; "@revistaistoe a culpa é do aquecimento global!"
1016849140662374400; "mais uma da série "claro que mudança climática não existe....""
1015608982743015426; "gostei de um vídeo @youtube ção de co2 em sedimentos pode ser viável contra aquecimento global - space"
1020077854174908416; "eu achava que era impossível existir pessoas que em pleno 2018 não sabem da importância de economizar água. sera que só eu assisti palestras sobre aquecimento global"
1022662392289714177; "mas a mudança climática é uma lenda..."
1021812908437786628; "gostei de um vídeo @youtube farsa do aquecimento global"
1022456763902251008; "@kekistanqueen @satanslilwhor o problema é esse, neste momento alguns dos lugares com maior concentração de co2 são áreas urbanas onde não há vegetação suficiente para o absorver, dito isto tens razão em tudo o que tens vindo a dizer é não há provas de que existe aquecimento global"
1017108823419518976; "@jpintocoelho60 sempre me pareceu bem informado, mas neste assunto recomendo mais leitura e aprofundar os conhecimentos. mas abreviando o "aquecimento global" terá como consequência uma nova idade do gelo..."
1015599044075380736; "@exame aiaiai agora li merda hein... até parece que o churrasquinho causa alguma coisa negativa pro mundo. pelo contrário, quem faz churrasco aqueceu a economia, reuniu os amigos estreitando as relações e saciou a fome. e tem mais: aquecimento global é uma farsa."
1016934697362972672; "@mauriciostycer @dukechargista estamos em 2018, a ‘era da informação’ já está mais surrada que a teoria do efeito estufa e o ronaldo acha que a mídia é o seu parquinho para brincar"
1019932423868608512; "você sabia que a agropecuária contribui mais com o efeito estufa que a indústria automobilística gerar a própria energia com fontes renováveis pode ser uma alternativa para o setor deixar o posto de vilão do aquecimento global."
1016864845944315904; "desmatamento pode intensificar o processo de aquecimento global"
1018815183517634561; "mas que porra !! no dia que não poderei ir à praia sábado é quando vai estar mais calor ... obrigado aquecimento global ! a sério estás de parabéns ! vou dar-te um prémio ! pelo jeito não é este ano que vou ficar muito moreno hahahahahahahahahahhaahah"
1022344809036570624; "@nwmber09_ mas ai tem o aquecimento global no meio tambem ne"
1023939819012071424; "cadáveres desaparecidos durante décadas sob geleiras suíças emergem com aquecimento global"
1015633660945543169; "@exame sério que vocês tentam empurra a teoria fajuta do aquecimento global? kkkkkkkkkkkkk!"
1024447476177281024; "#otemponãopara a história dessa novela só ocorre por causa do aquecimento global, reciclem"
1018919879179669504; "insira o molossi mt puto falando que aquecimento global é mentira"
1022848657035587584; "aquecimento global who?"
1016129774631170051; "gostei de um vídeo @youtube ps4 | mudança climática e carros nerfados! - nerd edu"
1022225924518039554; "@estadao dra @carolinamalta, isso pode ser mais uma confirmação do aquecimento global ou é só pra saber se vai dar praia?"
1015287618433581056; "nando moura x ricardo felício - aquecimento global. via @youtube"
1021159931653820417; "@a_do_porto_crlh maybe aquecimento global???"
1022150662715592705; "@brunoleoribeiro aquecimento global é diferente de aquecimento causado pelo homem"
1020026115996508160; "'o aquecimento global é uma calúnia!' - disse o inconformado conservador em seu apê com ar condicionado a 21° quando lá fora a unidade segue a 28% em pleno inverno"
1019190198549303296; "com aquecimento global, falta de geladeira e ar condicionado vai afetar mais de 1 bilhão de pessoas temperatura elevada vai elevar dificuldades de preservação de alimentos e de medicamentos naqueles que não possuem aparelhos de refrigeração, diz levantamento da ong "sustain…"
1024434399893487616; "aquecimento global"
1015604759254982656; "@tthehaven @jqtei está loco tchê! imaginas então o tal efeito estufa que devia existir no tempo dos dinossauros, com tudo aquele bicharedo peidando..."
1023077311455932416; "@nilmoretto sexo sem consentimento é estupro aquecimento global está aí e não é uma invenção da mídia adicione aqui uma verdade que precisa ser dita"
1020850189140193280; "hoje, a maior ameaça de extinção que enfrentamos não são os asteroides, a mudança climática, as doenças ou a fome. é a recusa da sociedade em atender as advertências dos cientistas."
1017537684842139652; "@qrqtefds não deves saber o significado de bom censo, de certeza. queres que te argumentos no twitter? queres, vais pesquisar e vais ver os meus argumentos, para falar de aquecimento global, não vou usar uma plataforma que me limita os caracteres."
1015597226016563200; "@exame vai pra puta que ti pariu com aquecimento global!"
1022266653214744576; "@marcogomes pelo oque eu li o aquecimento global já acontece há vários séculos, o maior causador disso seria grandes queimadas...então meio que é um ciclo, a terra esquenta depois ela se resfria."
1017119856544681991; "@markpachuz @joaquimteixeia hahahaha amigo, aprende o que é esquerda e direita antes de misturar com aquecimento global e criação de gado. de onde você tirou essa ideia que a 2 séculos? qual sua fonte? aquecimento global é processo do planeta. não invenção. é fato. terremoto é invenção tb? gargalhada sou biólogo."
1023580489284767747; "a fake news é aquecimento global ligado a natalidade de gênero de tartarugas ñ pode ser provado. primeiro nem o aquecimento global pode ser provado e aliás há forte indício de que seja apenas uma estratégia política mesmo. segundo não se pode supor algo baseado em teorias infundadas"
1016060306160865281; "parece notícia do sensacionalista, mas não é."
1021423799135342593; "@theumilk99 também estás aquecido, vítima do aquecimento global talvez. eu só brinquei, obviamente. :)"
1021188597897187329; "@f_montibello @guajajarasonia @midianinja quando um país como o brasil, que está cada vez mais industrializado ameaça sair desse acordo só prova cada vez mais que os ideais capitalistas estão sobrepondo a necessidade de conservação da natureza. o aumento dos gases de efeito estufa faz com que a temperatura do planeta"
1017230473611894784; "*olavo de carvalho* a invenção do aquecimento global via @youtube"
1022582157104107521; "você sabia que o brasil tem condições de reduzir as emissões de gases do efeito estufa até 2050 em até 48% você também faz parte da mudança que o meio ambiente precisa. fique por dentro do que o país pode fazer para cumprir com o acordo de paris: https://t.co/phfhbbyfus."
1022472077100638208; "@zinatozina @jean_imax @demori @carapanarana lol. argumento do nível: está chovendo, logo aquecimento global é uma forsa."
1021201499525910529; "@claracamargol @guajajarasonia estude antes de falar para não acabar passando vergonha na internet . a comunidade científica já chegou em um consenso sobre a existência do aquecimento global . existem diferentes vertentes a respeito de sua causa , mas sua existência é inegável."
1013794726317887488; "adicionei um vídeo a uma playlist @youtube e o aquecimento global!!!"
1013894404535345154; "@wuantt boas pessoal daqui fala o aquecimento global e sejam bem vindos ao descongelamento dos glaciares"
1019368650745237504; "@sheangelcried e depois não querem que haja aquecimento global...."
1017554437450149888; "@gabrlelplnhelro culpa do aquecimento global! não pera..."
1015377208288972800; "gostei de um vídeo @youtube ção de co2 em sedimentos pode ser viável contra aquecimento global - space"
1018547044561178624; "@sonofviriathus @cobainsbaee então nos séculos mais quentes não há aquecimento global. certo?"
1018900255486734338; "é so alguem falar do futuro do mundo aquecimento global que eu fico nervosa com medo"
